,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
3996,55105,12.9,51573.0,4.4,78.2,22.89
3997,55111,10.1,57647.0,3.6,66.8,18.76
3998,55117,7.1,55594.0,3.4,67.0,13.0
3999,55127,11.2,58904.0,4.0,63.0,15.54
4000,55131,5.6,74631.0,3.3,65.7,15.64
4001,55133,5.2,82080.0,3.4,68.3,12.55
4002,55139,11.7,57003.0,3.6,54.9,11.77
4003,1003,10.1,56607.0,4.1,106.7,9.88
4004,1043,13.8,45925.0,3.8,141.1,13.29
4005,1049,19.5,39906.0,4.5,103.2,15.36
4006,1055,18.1,41791.0,4.6,130.5,26.28
4007,1073,16.7,50731.0,4.3,104.2,24.42
4008,1089,12.8,62750.0,3.9,100.5,4.99
4009,1097,19.7,45615.0,5.2,118.4,3.38
4010,1115,13.5,52755.0,4.0,105.0,14.74
4011,1117,7.4,74098.0,3.2,89.6,12.64
4012,1125,15.9,51644.0,4.2,99.9,5.77
4013,2020,9.6,78579.0,5.8,59.4,16.99
4014,2170,11.3,72296.0,8.2,69.3,14.08
4015,4003,16.1,48966.0,5.6,69.0,12.83
4016,4005,18.4,54399.0,5.5,42.4,7.1
4017,4013,13.5,62221.0,4.2,59.2,13.7
4018,4015,17.3,42210.0,5.9,111.8,9.65
4019,4019,16.6,51392.0,4.5,65.4,16.43
4020,4021,13.0,53114.0,5.0,50.1,7.67
4021,4025,13.9,49860.0,4.5,87.2,9.2
4022,5007,9.1,64728.0,3.0,79.4,4.88
4023,5051,15.9,44662.0,4.0,157.8,17.23
4024,5119,15.0,52361.0,3.4,98.3,7.36
4025,5125,7.9,61384.0,3.0,92.7,9.22
4026,6001,9.3,95550.0,3.7,26.4,2.22
4027,6007,18.1,48634.0,5.8,106.7,6.54
4028,6013,9.1,95062.0,3.8,36.2,4.53
4029,6019,21.1,51452.0,8.5,52.8,4.65
4030,6023,19.7,46123.0,4.2,77.8,19.74
4031,6029,21.2,49904.0,9.2,54.9,8.29
4032,6033,20.2,45797.0,5.8,90.0,20.23
4033,6037,14.9,64912.0,4.8,29.8,4.4
4034,6041,7.9,112735.0,2.9,32.4,5.75
4035,6045,16.3,50453.0,4.5,89.7,19.31
4036,6047,23.0,48036.0,9.4,56.6,4.4
4037,6059,11.5,86031.0,3.5,37.0,7.84
4038,6061,7.8,81366.0,3.9,56.5,4.66
4039,6065,12.9,63776.0,5.2,44.8,5.69
4040,6067,14.1,62959.0,4.7,44.3,3.66
4041,6071,16.0,60270.0,4.9,46.7,2.55
4042,6073,11.9,76048.0,4.0,34.3,8.51
4043,6075,10.1,109601.0,2.9,27.1,11.08
4044,6077,15.5,60950.0,7.0,47.8,9.26
4045,6079,11.9,70634.0,3.6,63.4,7.41
4046,6081,6.4,115908.0,2.7,27.0,5.19
4047,6083,14.2,70651.0,4.5,48.7,7.14
4048,6085,7.5,118468.0,3.2,20.7,3.41
4049,6087,12.6,76633.0,5.7,49.1,5.8
4050,6089,17.0,51207.0,5.8,102.1,12.78
4051,6097,9.3,79511.0,3.4,46.0,5.95
4052,6099,14.0,58925.0,7.5,76.0,3.29
4053,6107,24.0,46377.0,10.4,58.3,2.37
4054,6111,9.5,82436.0,4.5,47.8,9.83
4055,8001,10.6,65977.0,2.9,47.2,14.71
4056,8005,7.8,75196.0,2.7,50.3,7.78
4057,8013,12.6,80701.0,2.3,42.2,8.37
4058,8031,12.5,64974.0,2.6,35.1,13.91
4059,8041,10.8,65260.0,3.1,60.2,15.16
4060,8059,7.6,80562.0,2.5,61.6,5.57
4061,8069,11.0,69443.0,2.3,52.7,7.56
4062,8077,14.9,52623.0,3.8,72.1,21.11
4063,8101,18.2,44060.0,4.1,97.7,18.62
4064,8123,9.4,68679.0,2.6,49.9,4.92
4065,9001,8.8,91170.0,4.6,37.2,16.21
4066,9003,11.0,70433.0,4.9,48.9,31.38
4067,9005,6.9,77968.0,4.4,52.0,28.54
4068,9007,6.8,81533.0,4.1,54.5,26.31
4069,9009,11.0,66764.0,5.1,54.2,30.1
4070,9011,8.6,71721.0,4.5,55.0,30.11
4071,9013,7.4,75571.0,4.0,41.3,26.41
4072,9015,11.5,62606.0,5.1,61.0,35.24
4073,10001,13.2,57112.0,4.9,64.0,16.97
4074,10003,13.4,66839.0,4.4,65.0,29.3
4075,10005,11.9,61124.0,4.5,80.1,21.3
4076,11001,16.6,80153.0,6.1,28.5,33.0
4077,12001,21.2,45230.0,3.8,65.0,4.12
4078,12005,14.9,51633.0,4.1,113.2,11.44
4079,12009,12.4,52596.0,4.3,83.7,11.88
4080,12011,13.1,56702.0,4.0,45.6,14.83
4081,12017,14.4,43147.0,5.9,102.4,15.79
4082,12019,9.9,65375.0,3.9,79.9,22.62
4083,12021,11.7,66709.0,4.1,51.3,14.75
4084,12023,16.5,42097.0,4.4,110.5,15.8
4085,12031,15.1,52105.0,4.2,82.5,39.13
4086,12033,16.4,48289.0,4.2,101.2,9.57
4087,12035,12.0,52713.0,4.8,74.1,15.38
4088,12053,14.0,44710.0,5.2,102.5,10.72
4089,12057,15.5,54741.0,3.9,60.0,12.42
4090,12069,12.6,51429.0,4.2,74.1,13.58
4091,12071,11.8,54198.0,4.1,60.8,25.7
4092,12073,18.0,51716.0,3.9,65.7,5.17
4093,12081,10.8,55189.0,4.0,70.1,26.97
4094,12083,16.2,43772.0,5.0,84.7,20.32
4095,12085,10.9,58344.0,4.2,70.3,13.13
4096,12086,16.7,49758.0,4.6,28.0,8.94
4097,12087,11.8,63009.0,3.3,74.3,20.78
4098,12089,9.1,70590.0,3.9,103.2,24.18
4099,12091,10.9,60798.0,3.5,77.7,13.8
4100,12095,15.3,54021.0,3.8,41.4,13.57
4101,12097,14.0,49284.0,4.3,46.3,15.62
4102,12099,11.8,60059.0,4.2,53.4,25.76
4103,12101,13.0,51247.0,4.5,79.7,11.8
4104,12103,12.2,51488.0,3.8,73.8,10.51
4105,12105,16.1,48328.0,4.8,68.0,6.26
4106,12109,8.3,77022.0,3.4,60.6,12.71
4107,12111,12.8,49995.0,5.2,61.1,11.8
4108,12113,10.2,65434.0,3.9,86.6,9.75
4109,12115,9.2,58423.0,3.9,72.9,21.71
4110,12117,11.2,63865.0,3.7,52.5,20.75
4111,12127,15.2,46911.0,4.4,73.3,21.9
4112,13015,13.2,55067.0,4.6,97.9,15.23
4113,13021,25.0,39047.0,5.3,119.9,7.85
4114,13045,17.2,51388.0,5.0,109.1,18.67
4115,13051,16.3,54667.0,4.5,77.6,9.64
4116,13057,7.5,78247.0,3.7,64.4,13.73
4117,13063,16.3,44757.0,5.8,39.4,7.01
4118,13067,9.5,75485.0,4.1,54.4,15.75
4119,13073,6.6,75832.0,4.1,72.5,11.87
4120,13077,10.4,73296.0,4.2,74.1,12.58
4121,13089,15.3,61496.0,4.8,40.6,6.24
4122,13097,11.8,60177.0,4.9,84.7,13.21
4123,13117,5.3,103083.0,3.7,47.0,10.09
4124,13121,14.8,64901.0,4.8,44.2,9.7
4125,13127,17.0,50740.0,4.7,93.7,14.07
4126,13135,10.7,68957.0,4.2,43.5,7.93
4127,13139,13.3,61320.0,3.9,87.1,11.54
4128,13151,9.8,67493.0,4.8,70.6,9.3
4129,13187,13.9,55453.0,4.1,73.9,30.42
4130,13215,22.6,42610.0,5.9,86.5,6.18
4131,13217,13.4,55632.0,5.3,75.8,9.25
4132,13223,8.3,67906.0,4.1,53.5,12.54
4133,13245,23.7,38297.0,5.9,77.1,15.36
4134,13313,16.5,42568.0,5.4,86.6,10.51
4135,15003,8.3,80947.0,2.3,29.4,3.34
4136,15009,10.0,76376.0,2.6,51.3,6.01
4137,16001,10.8,61469.0,2.8,64.5,6.79
4138,16005,14.2,51093.0,3.1,93.2,14.07
4139,17007,8.8,69413.0,6.8,46.4,22.42
4140,17019,19.2,51466.0,4.4,58.8,12.89
4141,17031,14.6,61401.0,5.1,37.2,19.9
4142,17037,14.1,60856.0,4.7,53.4,14.32
4143,17043,6.2,89536.0,3.9,42.2,13.01
4144,17055,19.5,40682.0,6.6,109.5,30.74
4145,17083,10.3,58928.0,4.9,109.9,54.69
4146,17089,9.2,75739.0,4.9,37.5,12.34
4147,17091,15.0,57706.0,5.5,76.3,21.9
4148,17093,4.8,97039.0,4.3,47.8,10.3
4149,17097,7.7,86242.0,4.6,47.5,7.82
4150,17099,14.3,56854.0,5.7,76.6,28.16
4151,17111,6.1,86450.0,4.4,56.8,23.94
4152,17113,15.6,68895.0,4.2,52.7,13.93
4153,17115,14.3,51828.0,5.6,86.5,10.4
4154,17119,14.4,58077.0,4.8,97.2,30.52
4155,17143,15.4,54195.0,5.9,69.2,24.04
4156,17163,16.0,51937.0,5.1,69.0,8.0
4157,17167,15.4,61519.0,4.3,85.4,19.85
4158,17179,9.1,61086.0,5.4,81.8,21.72
4159,17183,19.4,43649.0,6.5,85.1,24.39
4160,17197,7.0,82477.0,5.0,50.0,17.76
4161,17199,15.3,49993.0,5.2,134.3,17.82
4162,17201,14.2,53490.0,6.5,86.0,30.55
4163,18003,13.1,52661.0,3.4,66.8,11.53
4164,18005,10.6,61943.0,2.8,81.4,25.6
4165,18019,10.6,52746.0,3.5,90.9,23.08
4166,18039,10.8,58781.0,2.5,61.8,10.24
4167,18041,15.5,44970.0,5.1,103.4,60.32
4168,18043,10.5,61009.0,3.4,115.9,31.14
4169,18053,18.4,44790.0,3.9,91.4,25.57
4170,18057,3.8,95080.0,2.8,46.9,11.12
4171,18063,5.1,75647.0,2.9,65.0,6.11
4172,18067,14.5,51035.0,3.8,113.4,26.71
4173,18071,12.7,48789.0,3.0,73.9,25.07
4174,18075,14.3,46740.0,3.5,79.1,52.52
4175,18085,10.4,62666.0,2.7,64.2,20.2
4176,18089,15.9,54929.0,5.1,74.9,23.47
4177,18091,14.5,51532.0,4.5,89.1,13.63
4178,18095,17.4,44987.0,4.0,98.9,23.94
4179,18097,17.6,47642.0,3.6,65.3,23.79
4180,18105,21.6,49180.0,3.7,63.9,10.21
4181,18107,12.1,53720.0,3.1,92.0,25.96
4182,18109,9.9,61068.0,3.5,101.3,18.65
4183,18127,10.4,67525.0,4.1,83.2,19.6
4184,18135,15.3,46016.0,4.2,67.6,60.19
4185,18141,16.0,52188.0,3.6,71.8,21.45
4186,18149,17.1,46940.0,4.4,104.5,61.15
4187,18157,18.0,52858.0,3.2,63.7,10.49
4188,18163,17.5,47456.0,3.3,121.5,23.68
4189,18169,13.3,50177.0,3.5,84.6,34.98
4190,18177,16.6,44179.0,3.8,82.8,77.06
4191,19103,15.3,61395.0,2.5,28.7,6.7
4192,19113,9.0,63754.0,3.3,56.5,8.92
4193,19153,9.5,66112.0,3.1,70.1,12.04
4194,19163,11.3,59461.0,3.6,64.3,9.85
4195,20045,15.9,56007.0,3.2,59.1,8.28
4196,20091,5.3,83516.0,3.0,59.1,3.89
4197,20173,14.2,54176.0,4.3,93.1,6.81
4198,20177,11.7,56810.0,3.7,90.9,6.17
4199,21005,10.4,53113.0,4.1,78.2,44.36
4200,21015,7.1,78163.0,3.9,80.3,29.07
4201,21019,20.1,40752.0,7.2,78.6,54.19
4202,21029,9.2,62550.0,4.2,63.1,37.39
4203,21037,10.9,61384.0,3.8,76.8,67.04
4204,21043,28.2,37186.0,9.9,65.5,44.21
4205,21049,14.1,53784.0,4.7,90.5,30.52
4206,21067,16.5,56192.0,3.7,55.6,34.17
4207,21071,32.2,32841.0,8.4,215.9,27.57
4208,21073,13.7,53198.0,4.1,81.9,41.6
4209,21081,13.9,51849.0,4.9,100.6,40.03
4210,21089,16.0,46699.0,7.7,60.0,28.15
4211,21093,12.8,52673.0,4.6,80.9,13.88
4212,21111,14.1,54977.0,4.4,76.5,32.81
4213,21113,14.7,57015.0,3.8,78.9,54.33
4214,21117,12.0,59594.0,4.0,66.4,62.27
4215,21121,32.2,28586.0,7.6,82.1,35.23
4216,21151,17.0,50783.0,4.3,74.9,41.65
4217,21161,18.0,45608.0,6.2,95.0,58.23
4218,21173,17.7,43890.0,6.7,130.7,39.39
4219,21179,9.8,58960.0,4.4,85.2,30.67
4220,21195,28.8,34076.0,7.8,191.4,16.98
4221,21199,23.7,36295.0,5.7,83.4,15.52
4222,21209,10.4,67234.0,3.7,70.9,21.87
4223,21227,16.1,49966.0,4.1,83.5,7.76
4224,22017,25.8,37636.0,5.8,105.6,4.46
4225,22033,18.9,54494.0,4.4,81.7,4.26
4226,22051,17.1,51461.0,4.5,95.7,30.07
4227,22055,17.4,52827.0,4.9,86.6,4.12
4228,22063,11.4,61297.0,4.2,93.8,10.13
4229,22071,26.1,37407.0,5.1,59.8,7.88
4230,22079,19.9,42238.0,5.6,133.3,8.36
4231,22103,11.1,67926.0,4.3,92.0,23.8
4232,22117,23.1,37792.0,5.8,125.8,57.9
4233,23001,12.4,48446.0,3.2,58.9,16.72
4234,23005,8.1,70661.0,2.6,44.3,27.35
4235,23011,12.4,52265.0,3.3,83.9,40.22
4236,23019,14.3,49836.0,3.8,60.0,32.25
4237,23025,15.9,42426.0,5.0,61.9,33.58
4238,23029,21.1,37943.0,5.1,58.5,44.31
4239,23031,7.8,66025.0,3.0,52.9,37.22
4240,24001,17.0,42564.0,5.9,109.9,13.96
4241,24003,6.1,96133.0,3.6,61.4,10.82
4242,24005,8.3,73309.0,4.4,63.5,10.57
4243,24013,5.0,92890.0,3.5,64.5,12.52
4244,24015,9.7,72259.0,4.9,64.1,16.55
4245,24017,7.5,94478.0,4.1,71.3,10.64
4246,24021,6.7,91727.0,3.7,61.4,7.54
4247,24025,7.1,80922.0,4.0,64.6,9.12
4248,24027,5.9,111576.0,3.2,31.5,3.43
4249,24031,7.0,102944.0,3.4,29.9,3.4
4250,24033,8.6,80858.0,4.3,34.2,5.26
4251,24037,8.5,82433.0,4.1,56.9,8.88
4252,24043,13.3,59828.0,4.8,100.2,13.28
4253,24045,15.0,52341.0,5.9,66.3,12.63
4254,24510,22.1,46762.0,6.3,48.5,19.46
4255,25001,7.6,70576.0,4.7,50.9,30.45
4256,25003,10.6,56063.0,4.4,51.8,21.38
4257,25005,11.1,67085.0,4.8,62.1,42.57
4258,25009,10.2,75309.0,3.8,39.4,36.3
4259,25013,17.1,51850.0,5.1,57.7,23.2
4260,25015,10.2,67774.0,3.5,48.8,16.68
4261,25017,8.0,97851.0,3.1,28.8,19.96
4262,25021,6.7,100710.0,3.4,35.6,22.28
4263,25023,7.3,86026.0,4.0,45.6,36.69
4264,25025,17.9,65999.0,3.4,26.8,29.7
4265,25027,10.4,70222.0,3.9,43.9,28.45
4266,26021,17.3,48924.0,4.8,84.4,13.61
4267,26025,19.1,46113.0,4.9,101.4,31.31
4268,26045,8.7,64318.0,4.1,85.7,11.92
4269,26049,18.3,46457.0,5.6,102.0,31.42
4270,26055,9.3,59674.0,4.2,96.2,19.61
4271,26065,19.8,51186.0,4.3,63.7,21.37
4272,26077,14.0,56199.0,4.0,63.3,15.21
4273,26081,10.4,61146.0,3.4,67.7,15.57
4274,26087,8.7,57621.0,5.5,68.0,13.61
4275,26091,10.4,56416.0,4.7,81.7,10.14
4276,26093,5.3,82076.0,3.4,52.8,20.04
4277,26099,11.2,60475.0,4.4,86.3,34.2
4278,26115,11.7,61121.0,4.7,78.4,31.41
4279,26117,14.9,46664.0,4.9,103.2,17.31
4280,26121,15.2,48885.0,5.3,111.4,17.85
4281,26125,7.8,77558.0,3.5,64.0,4.24
4282,26139,8.2,68816.0,3.2,52.8,13.97
4283,26147,12.4,56671.0,5.1,87.7,27.61
4284,26155,11.1,53055.0,5.1,84.8,27.76
4285,26159,12.8,52114.0,5.6,94.1,23.89
4286,26161,12.9,70509.0,3.5,38.4,16.59
4287,26163,22.6,45182.0,5.6,77.4,36.1
4288,27003,5.4,79097.0,3.3,44.9,8.82
4289,27037,5.8,81004.0,3.0,43.0,6.4
4290,27053,10.5,74568.0,3.0,33.5,11.74
4291,27123,14.0,61924.0,3.2,36.0,7.85
4292,27137,14.5,53013.0,4.6,54.4,11.5
4293,27163,4.2,92582.0,3.0,47.8,5.85
4294,28033,8.7,66125.0,3.8,90.7,16.22
4295,28047,19.7,46709.0,4.9,108.2,14.63
4296,28049,20.2,44076.0,4.8,62.2,7.52
4297,28059,14.5,49699.0,5.9,86.4,8.44
4298,28109,17.2,47757.0,5.3,113.5,25.33
4299,28121,9.3,65504.0,3.6,92.6,7.23
4300,29019,15.1,52179.0,2.6,40.9,8.98
4301,29043,9.9,58931.0,3.1,65.7,11.71
4302,29047,7.4,67666.0,3.6,78.0,6.18
4303,29071,10.4,55937.0,3.6,88.1,21.29
4304,29077,16.2,45608.0,3.1,97.7,18.63
4305,29095,13.8,52585.0,4.4,68.6,7.87
4306,29099,10.7,62334.0,3.6,72.8,32.17
4307,29113,9.8,67986.0,3.6,66.5,21.36
4308,29161,18.4,41330.0,3.7,80.8,22.35
4309,29183,5.3,81827.0,2.9,67.2,19.72
4310,29189,10.0,64926.0,3.4,63.4,24.48
4311,29510,21.4,40876.0,4.4,47.9,61.56
4312,31055,11.4,61706.0,3.1,57.8,5.34
4313,32003,14.0,57217.0,5.3,70.6,12.66
4314,32019,10.8,54588.0,5.9,83.3,22.17
4315,32031,11.1,61506.0,4.2,73.2,15.85
4316,32510,11.0,55228.0,5.1,115.8,23.75
4317,33001,8.3,63902.0,2.7,57.1,37.84
4318,33003,9.3,58005.0,2.7,65.1,33.29
4319,33005,9.4,60844.0,2.6,53.4,28.96
4320,33007,11.7,43836.0,3.5,58.0,34.77
4321,33009,9.4,63322.0,2.2,55.3,19.02
4322,33011,7.9,78171.0,2.9,44.0,39.05
4323,33013,7.3,70408.0,2.4,60.0,22.12
4324,33015,5.1,89049.0,2.9,52.9,27.74
4325,33017,9.4,68864.0,2.4,64.8,36.54
4326,34001,14.4,59309.0,7.2,63.8,45.2
4327,34003,6.6,93805.0,3.9,36.0,12.86
4328,34005,6.5,86777.0,4.1,58.7,27.2
4329,34007,11.7,65817.0,5.1,71.3,2.74
4330,34009,10.4,64450.0,9.2,74.9,48.1
4331,34011,18.4,51786.0,7.0,77.9,46.55
4332,34013,15.7,60284.0,5.7,33.0,30.56
4333,34015,6.7,84639.0,4.7,67.8,5.48
4334,34017,14.1,65673.0,4.4,31.4,16.63
4335,34019,3.9,113083.0,3.5,34.8,16.79
4336,34021,11.4,78161.0,4.1,45.3,20.55
4337,34023,8.5,85187.0,4.1,36.5,23.73
4338,34025,7.3,97627.0,4.1,45.6,26.18
4339,34027,4.9,114269.0,3.6,34.8,18.81
4340,34029,10.2,70493.0,4.8,55.3,30.77
4341,34031,16.5,63127.0,5.7,37.9,18.92
4342,34035,5.3,111838.0,3.8,30.9,16.99
4343,34037,5.3,89744.0,4.4,48.9,23.29
4344,34039,9.3,76830.0,4.8,34.0,18.8
4345,34041,7.4,79633.0,4.2,58.3,34.64
4346,35001,14.6,51091.0,5.2,59.6,17.44
4347,35013,26.3,38562.0,6.5,41.5,10.21
4348,35015,16.9,52932.0,5.0,76.9,21.05
4349,35039,28.9,36977.0,6.1,75.1,66.4
4350,35043,15.3,56937.0,5.9,48.4,13.33
4351,35045,23.1,46977.0,7.2,53.5,8.67
4352,35049,12.2,58639.0,4.9,72.9,20.17
4353,35061,17.5,46155.0,6.3,70.7,21.07
4354,36001,11.3,65659.0,4.2,42.1,6.78
4355,36005,27.9,37377.0,6.3,26.4,19.3
4356,36007,17.5,47910.0,5.6,63.2,25.82
4357,36011,12.6,55460.0,5.0,46.4,24.48
4358,36013,17.7,45840.0,6.0,61.6,23.25
4359,36015,15.3,50562.0,5.5,72.8,14.03
4360,36019,13.7,56436.0,5.3,74.2,13.58
4361,36021,10.5,60629.0,3.8,58.4,24.75
4362,36023,15.7,52038.0,5.8,58.2,25.11
4363,36027,10.1,76955.0,4.3,49.7,26.73
4364,36029,14.5,55581.0,5.1,59.1,26.26
4365,36037,10.8,55522.0,4.8,49.6,18.98
4366,36045,15.1,47436.0,6.5,54.9,13.14
4367,36047,19.8,56548.0,4.7,20.4,10.95
4368,36049,12.5,51857.0,6.6,36.4,45.2
4369,36055,14.6,57660.0,4.9,42.7,23.81
4370,36059,6.2,107465.0,4.1,36.0,13.95
4371,36061,16.3,84133.0,4.1,33.8,11.59
4372,36063,12.4,54317.0,6.2,65.9,18.93
4373,36065,16.1,53234.0,5.0,54.1,20.75
4374,36067,13.7,57641.0,4.7,50.6,16.97
4375,36069,9.3,65271.0,4.5,45.2,15.47
4376,36071,10.9,77606.0,4.5,51.9,19.88
4377,36075,16.3,52732.0,6.5,54.0,14.35
4378,36079,5.4,98765.0,4.2,38.9,23.16
4379,36081,12.2,64046.0,4.0,20.6,9.41
4380,36085,11.9,78466.0,4.7,39.3,20.86
4381,36087,13.3,87873.0,4.3,31.0,8.82
4382,36101,12.8,50807.0,5.7,61.3,12.46
4383,36103,7.0,94108.0,4.5,45.4,28.27
4384,36105,14.9,52504.0,4.9,66.5,34.44
4385,36109,18.6,56539.0,4.3,48.5,15.27
4386,36111,13.7,62531.0,4.5,59.0,23.97
4387,36119,8.5,90483.0,4.5,30.9,12.04
4388,37001,14.4,47914.0,4.2,74.3,20.94
4389,37013,22.0,43497.0,5.0,131.3,36.1
4390,37019,11.9,56227.0,5.6,96.2,33.61
4391,37021,11.5,50271.0,3.4,71.3,34.94
4392,37023,16.6,42179.0,4.2,125.3,23.52
4393,37025,11.1,62167.0,4.1,83.2,29.97
4394,37027,16.3,44798.0,4.4,119.1,15.86
4395,37031,13.3,53192.0,4.4,86.6,21.78
4396,37035,12.5,53348.0,4.1,114.6,22.16
4397,37047,23.1,37639.0,5.4,139.8,21.45
4398,37049,16.3,51390.0,4.6,98.0,34.12
4399,37051,18.6,44065.0,5.7,76.0,24.36
4400,37055,9.4,57316.0,5.9,95.7,30.47
4401,37057,15.2,47595.0,4.3,67.8,28.4
4402,37063,15.7,60045.0,4.0,41.6,11.87
4403,37067,16.6,50803.0,4.3,65.2,19.4
4404,37071,15.1,50016.0,4.6,101.8,22.25
4405,37077,12.6,53142.0,3.8,62.3,18.47
4406,37081,14.5,52284.0,4.7,65.5,18.22
4407,37085,16.4,51406.0,5.1,71.3,22.6
4408,37087,14.5,47872.0,4.0,92.6,26.19
4409,37089,10.7,51314.0,3.8,72.5,20.74
4410,37097,11.3,56559.0,4.2,90.3,15.94
4411,37101,15.1,58647.0,4.1,60.6,15.76
4412,37105,14.8,53297.0,5.1,114.2,29.79
4413,37107,24.7,39411.0,4.4,81.7,21.1
4414,37111,16.2,42853.0,4.0,77.5,24.36
4415,37119,11.4,65750.0,4.3,47.4,15.6
4416,37125,10.7,62781.0,4.4,102.8,10.28
4417,37129,15.5,53692.0,4.1,86.0,31.25
4418,37133,13.5,49634.0,5.2,65.6,14.44
4419,37141,12.6,52187.0,4.6,48.6,22.97
4420,37147,21.7,46229.0,4.8,72.2,22.9
4421,37151,15.8,44207.0,4.3,62.5,33.5
4422,37155,29.0,33714.0,6.5,114.2,12.07
4423,37157,16.3,46247.0,5.1,120.6,19.79
4424,37159,15.3,47541.0,4.7,72.8,43.37
4425,37161,16.1,40758.0,6.0,86.2,24.04
4426,37167,12.4,49871.0,4.1,100.7,17.89
4427,37169,14.1,48748.0,4.2,82.1,41.56
4428,37171,16.1,43023.0,4.1,139.4,19.38
4429,37179,9.1,77875.0,4.0,60.5,12.53
4430,37181,23.4,39847.0,6.2,101.9,31.67
4431,37183,8.9,77641.0,3.9,47.5,10.82
4432,37191,20.3,44592.0,5.0,69.7,15.3
4433,37193,18.5,42453.0,4.2,78.8,21.87
4434,37195,18.1,44825.0,7.2,81.9,13.47
4435,38017,8.6,64428.0,2.1,24.5,5.62
4436,39001,18.6,41644.0,7.1,77.4,50.49
4437,39003,15.2,51325.0,5.0,77.2,31.98
4438,39007,19.3,45157.0,5.9,58.7,16.36
4439,39013,11.1,52221.0,6.3,75.8,14.7
4440,39015,16.9,48207.0,5.7,76.6,50.49
4441,39017,10.7,64026.0,4.4,65.8,61.74
4442,39021,11.0,54335.0,4.1,61.0,36.05
4443,39023,15.4,47654.0,4.8,89.0,62.43
4444,39025,8.7,66193.0,4.4,73.0,42.11
4445,39027,13.0,50794.0,5.5,89.7,61.89
4446,39029,15.1,43123.0,5.9,66.2,14.55
4447,39033,15.5,45395.0,5.7,76.6,43.12
4448,39035,18.1,46918.0,5.8,50.1,41.73
4449,39037,9.2,53954.0,4.2,43.8,52.39
4450,39041,4.8,107676.0,3.5,48.1,13.47
4451,39043,12.4,54849.0,6.1,73.0,33.41
4452,39045,9.0,67276.0,4.3,62.5,25.2
4453,39047,15.6,46067.0,4.2,85.6,90.43
4454,39049,16.0,59214.0,4.0,59.4,30.5
4455,39053,19.0,43149.0,6.6,68.7,60.05
4456,39055,6.4,82744.0,4.7,45.6,24.49
4457,39057,9.8,68040.0,4.2,62.1,34.78
4458,39061,16.2,55178.0,4.4,62.8,48.66
4459,39063,9.7,54386.0,3.6,54.3,40.92
4460,39071,16.8,43840.0,5.9,90.1,27.93
4461,39077,14.8,48244.0,6.4,82.8,44.45
4462,39081,17.6,43520.0,7.3,93.4,34.66
4463,39083,10.7,52061.0,4.5,45.5,16.32
4464,39085,8.7,60521.0,5.1,61.4,36.94
4465,39087,19.5,43108.0,5.9,73.3,49.79
4466,39089,8.9,62658.0,4.2,56.7,14.99
4467,39091,11.1,54782.0,4.1,72.1,33.09
4468,39093,13.5,55443.0,6.1,59.6,37.35
4469,39095,17.9,47562.0,5.9,85.5,30.63
4470,39097,9.6,69937.0,3.9,63.2,34.06
4471,39099,18.4,43904.0,6.8,77.6,43.52
4472,39101,16.5,46450.0,5.0,92.0,43.1
4473,39103,6.0,72926.0,4.7,50.1,20.18
4474,39109,9.0,60800.0,4.2,60.2,39.0
4475,39113,15.9,48039.0,4.9,77.3,88.23
4476,39119,14.8,44884.0,5.6,85.0,15.09
4477,39131,20.0,43499.0,6.9,93.6,49.52
4478,39133,11.8,59490.0,5.0,50.6,19.72
4479,39135,9.9,52300.0,4.4,57.1,60.8
4480,39139,13.4,47141.0,5.4,59.4,38.15
4481,39141,16.3,50387.0,5.1,76.8,31.04
4482,39143,11.1,53058.0,4.7,60.7,25.34
4483,39145,21.4,41843.0,7.0,90.5,40.83
4484,39147,13.6,47805.0,4.7,61.2,28.96
4485,39149,8.1,60148.0,4.1,60.0,45.12
4486,39151,14.3,51214.0,5.2,76.7,23.62
4487,39153,12.9,55531.0,5.0,61.8,34.92
4488,39155,15.4,46340.0,7.2,80.4,58.39
4489,39157,12.8,51408.0,5.0,64.5,21.67
4490,39159,5.2,86609.0,3.7,57.6,17.62
4491,39165,4.7,85532.0,4.1,54.9,35.39
4492,39167,14.6,46417.0,6.2,102.7,16.55
4493,39169,12.9,56172.0,3.9,47.8,14.65
4494,39173,10.8,61774.0,4.4,43.2,10.73
4495,40027,11.6,61364.0,3.5,74.7,6.08
4496,40109,15.9,51389.0,4.0,96.5,8.38
4497,40143,14.4,52579.0,4.3,113.2,12.22
4498,40145,10.0,59466.0,4.4,58.9,15.26
4499,41005,8.3,79404.0,3.7,64.4,5.82
4500,41017,9.7,65506.0,4.2,74.7,6.42
4501,41029,14.3,51364.0,4.7,92.9,5.06
4502,41033,17.8,43492.0,5.4,105.5,18.53
4503,41039,16.6,50711.0,4.4,88.1,11.74
4504,41047,15.2,56148.0,4.3,58.9,7.03
4505,41051,14.4,63587.0,3.6,43.2,13.0
4506,41067,8.0,80845.0,3.5,44.3,5.09
4507,42003,11.2,58547.0,4.7,57.6,54.86
4508,42007,11.1,54739.0,5.5,61.1,30.1
4509,42011,11.7,61022.0,4.6,49.1,20.58
4510,42013,14.5,46072.0,4.8,88.8,13.77
4511,42017,6.1,84784.0,4.2,56.5,17.19
4512,42019,8.4,68709.0,4.6,57.0,42.76
